62131,293927042
60084,269729331
70163,397627931
60966,280351987
71560,416677510
61395,285243035
51641,182067102
70524,402586306
50794,174454003
87050,635560085
48565,155286232
55759,222080021
62215,294908445
59126,258400111
86671,630095392
74635,460147201
47492,146520128
58655,253206351
84626,601486412
64805,326564093
60498,274826343
73706,447069377
67957,367901179
74392,456640725
66448,347565959
93012,716567367
80800,547281367
51129,177405245
66027,342004626
81884,562690190
59301,260436642
75953,478772935
72868,435237788
66524,348566018
67555,362496619
61512,286587205
46480,138326040
87340,639575019
54359,207622580
68715,378268514
63130,305905583
53949,203894863
81138,552000937
80962,549583985
53735,201831202
50854,174963545
43987,120050860
64113,317962368
85402,612349520
67684,364291250
66695,350977859
58289,249149648
77042,494041921
44920,126738147
52197,187267512
48089,151509141
63871,315029643
67568,362750206
63983,316341718
77552,501247618
57922,245089440
70963,408548978
67969,368049256
67804,365809982
82363,569506441
81702,560062234
78337,512020928
65081,330088261
85363,611745714
67813,365901339
61692,288714955
69964,394875886
40429,96575946
71714,418816467
71701,418674568
101702,821558316
56041,225059624
79229,524877733
44274,121921076
50718,173784174
41475,103085032
87343,639597644
68763,378861508
56449,229339784
69581,389674972
88943,661824464
45294,129413560
75682,474897414
80455,542572409
59902,267517810
57520,240873529
91794,700527865
65377,333896600
76543,486725552
70183,397932757
80125,537771932
43290,115154938
59103,258185790
44690,124985475
84045,593182569
45364,129933694
106697,872512545
50907,175453358
51515,180934745
45343,129757765
48212,152530228
49728,165199306
60394,273591294
89216,665730693
55964,224303283
44619,124513616
64620,324202604
61724,289118435
40000,93960252
60647,276529063
96705,763001550
62458,297762356
79259,525399726
53406,198696827
83822,589877616
48921,158228434
54897,213054510
67921,367386477
64257,319737682
53348,198179537
60212,271303018
105827,864272076
63735,313212432
54914,213219250
104696,852877220
61016,280886819
47301,144882683
51329,179226254
61926,291558529
45282,129334132
49743,165314221
61980,292157650
81803,561462104
59687,265081801
56526,230127493
60572,275627582
89721,672585072
56944,234610255
52337,188480971
106576,871429817
65085,330129143
68457,374597381
100471,807597331
46534,138753650
44293,122027119
67709,364631067
83090,579806207
77713,503633745
63928,315667937
82011,564443473
55561,219992971
56811,233192833
65616,336852766
60374,273248849
84479,599356460
66694,350959865
68958,381416751
85985,620488663
49545,163470371
54818,212335504
95734,751039450
42011,106492011
47902,149863048
75705,475197543
56740,232373999
50606,172736266
47443,146089741
40000,93960252
84594,600993255
62138,293998370
82165,566655095
45621,131855167
99405,795434519
79209,524614870
63987,316363462
61090,281853514
42139,107338101
73417,442841312
62183,294598674
52894,193721046
78209,510257481
73093,438266345
40000,93960252
55661,221174247
70350,400244257
87085,636036388
53155,196211091
47819,149122043
49234,160791979
45990,134718774
87220,637812072
53020,194856775
77753,504208301
63202,306756041
64157,318427601
69552,389330715
47733,148429154
112497,924072033
68879,380328820
55819,222688130
58105,247119733
66284,345343345
66325,345896103
45444,130503149
55005,214154947
92726,712801641
51510,180911353
101540,819907852
72992,436883984
81018,550328186
66216,344551503
79467,528153110
71181,411563002
66435,347316851
51945,184940440
57547,241152358
59899,267494763
65993,341638038
61803,290094467
54891,213040763
61688,288701754
66950,354409476
87749,645216325
87740,645070155
86168,623164316
67032,355531096
88587,657095804
54880,212936089
65802,339205117
55187,216081994
43073,113727005
64839,326942832
79370,526873233
67503,361926269
73171,439384075
68312,372683003
63776,313768980
77073,494521719
54612,210218511
57461,240187574
68457,374597381
78390,512813419
69296,386060897
80901,548835924
62472,297921505
57896,244825155
58259,248861994
87871,646848355
52472,189706100
56590,230748400
49545,163470371
65068,329972887
40000,93960252
63232,307097549
40000,93960252
60925,279838244
62266,295468872
110608,908197212
58924,256109645
76549,486766889
66832,352713099
60253,271829688
75209,468088991
40000,93960252
56691,231781558
66122,343322878
40000,93960252
69691,391124936
86425,626802369
88255,652309077
55818,222682823
57874,244558351
69502,388610136
59503,262824050
70744,405638292
88226,651865984
110171,904458949
87042,635427558
97841,776818963
82460,570893414
42209,107788636
58317,249477979
70296,399439324
87200,637548851
61668,288472675
78687,517124033
57175,237072683
59039,257407873
71857,420888244
56487,229733924
78382,512710747
83813,589796729
68891,380465184
58569,252214518
83957,591907545
42409,109182650
88401,654367531
62432,297431793
59096,258092335
70055,396205531
69700,391281818
68209,371323989
103111,836671938
89486,669420059
59746,265701128
71635,417684086
53661,201062178
70620,403865364
67947,367761728
56848,233618112
62521,298543188
66575,349300218
66129,343388596
55372,218017460
77230,496752900
55519,219576129
49550,163520457
70340,400120905
50535,172137209
67143,357089279
42860,112145991
53796,202434159
58166,247840663
82304,568687699
79213,524690443
70748,405655552
75388,470544546
91046,690482468
57676,242656027
74742,461594332
43748,118321341
66189,344158922
72887,435450930
76197,482078186
83659,587586408
81182,552586564
82136,566214261
61722,289106845
47301,144882683
40000,93960252
58725,253934992
112335,922696370
66884,353462899
86305,625043755
43480,116438813
71809,420242115
81491,557051861
64711,325302559
57284,238181043
91971,702920712
51981,185310344
40401,96450846
74650,460283203
57950,245326618
40760,98429329
48671,156164192
62881,302938721
67406,360559520
65479,335210680
47411,145848312
68338,372994992
83288,582598136
60528,275181599
56556,230395789
39761,92614839
86061,621620845
51017,176389080
62706,300793576
40000,93960252
58390,250272745
68117,370257725
68676,377715087
53953,203921466
44390,122680079
54237,206475048
44976,127183867
60793,278199026
105151,857397371
49616,164166826
57916,245027149
50012,167597570
52663,191550875
62863,302628622
76906,491907679
68836,379796774
43123,114058561
48502,154788396
52346,188591862
89279,666580036
61374,285065099
83288,582598136
82571,572340151
57517,240841453
55614,220659110
68921,380934165
82544,571981210
46644,139606404
43656,117681713
77209,496429486
40000,93960252
74457,457523109
49156,160255209
53575,200254851
93771,726528554
79471,528252648
44197,121400766
59573,263608180
68389,373684367
57624,242086278
74210,453967253
51989,185384535
59017,257089094
85273,610395830
63463,309807018
40000,93960252
84045,593182569
52927,193986388
49417,162369437
49958,167099680
104203,847967810
55952,224165762
51516,180940003
83691,588004204
62124,293796871
45238,129013398
59719,265400062
49073,159484215
59049,257537816
50606,172736266
46929,141874465
91834,701082327
57592,241703205
67981,368226436
71665,418183629
65364,333735391
50326,170378569
65315,333145424
45000,127336439
71517,416099129
48076,151420087
50649,173125735
86082,621903036
59259,259906957
43453,116244410
55354,217853760
50875,175127144
109841,901421715
62930,303549542
59719,265400062
74704,461045710
56664,231571156
55568,220068698
77018,493722110
77822,505183789
70619,403853658
45202,128774802
40000,93960252
55702,221499355
86414,626684305
